Injury Severity,Investigation Type,Country,Amateur Built,Aircraft Category,Airport Code,Aircraft Damage,Make,Broad Phase of Flight,Purpose of Flight,FAR Description,Weather Condition,Year,Month,Weekday,State
Non-Fatal,Accident,United States,No,Helicopter,GKT,Substantial,Other,MANEUVERING,Instructional,Part 91,VMC,2009,2,1, TN
Non-Fatal,Accident,United States,No,Airplane,KELN,Substantial,Other,TAKEOFF,Instructional,Part 91,VMC,2009,2,0, WA
Non-Fatal,Accident,United States,No,Airplane,MWL,Substantial,Other,TAKEOFF,Personal,Part 91,VMC,2009,2,0, TX
Non-Fatal,Accident,United States,No,Airplane,PAN,Substantial,Other,LANDING,Instructional,Part 91,VMC,2009,2,6, AZ
Non-Fatal,Accident,United States,No,Helicopter,NonAirport,Substantial,Other,MANEUVERING,Personal,Part 91,VMC,2009,2,6, UT
Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Other,TAKEOFF,Personal,Part 91,VMC,2009,2,6, FL
Non-Fatal,Accident,United States,No,Helicopter,LEX,Substantial,Other,STANDING,Personal,Part 91,VMC,2009,2,6, KY
Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Other,MANEUVERING,Personal,Part 91,VMC,2009,2,6, CO
Non-Fatal,Accident,United States,No,Airplane,PVT,Substantial,Other,APPROACH,Aerial Application,Part 137,VMC,2009,2,6, LA
Non-Fatal,Accident,United States,No,Airplane,4C1,Substantial,Other,GO-AROUND,Instructional,Part 91,VMC,2009,2,6, IN
Fatal,Accident,United States,No,Helicopter,NonAirport,Substantial,Other,MANEUVERING,Personal,Part 91,VMC,2009,1,5, CA
Fatal,Accident,United States,Yes,Airplane,8NC2,Substantial,Other,TAKEOFF,Personal,Part 91,VMC,2009,1,5, NC
Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Other,MANEUVERING,Personal,Part 91,VMC,2009,1,5, TN
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Other,CRUISE,Personal,Part 91,VMC,2009,1,5, GA
Non-Fatal,Accident,United States,No,Helicopter,EYQ,Destroyed,Other,MANEUVERING,Instructional,Part 91,VMC,2009,1,5, TX
Non-Fatal,Accident,United States,No,Airplane,EYQ,Minor,Other,TAKEOFF,Business,Part 91,VMC,2009,1,5, TX
Non-Fatal,Accident,United States,No,Balloon,NonAirport,Minor,Other,LANDING,Personal,Part 91,VMC,2009,1,5, CO
Fatal,Accident,United States,No,Airplane,HTS,Destroyed,Other,MANEUVERING,Personal,Part 91,IMC,2009,1,4, WV
Non-Fatal,Accident,United States,Yes,Airplane,KLMO,Substantial,Other,TAKEOFF,Personal,Part 91,VMC,2009,1,4, CO
Non-Fatal,Accident,United States,No,Airplane,AAO,Substantial,Other,STANDING,Personal,Part 91,VMC,2009,1,4, KS
Fatal,Accident,United States,No,Airplane,NonAirport,Destroyed,Other,DESCENT,Personal,Part 91,VMC,2009,1,4, WI
Fatal,Accident,United States,No,Airplane,MKS,Substantial,Other,APPROACH,Personal,Part 91,VMC,2009,1,3, SC
Fatal,Accident,United States,Yes,Airplane,NonAirport,Substantial,Other,MANEUVERING,Personal,Part 91,VMC,2009,1,3, TX
Fatal,Accident,United States,No,Airplane,SMO,Substantial,Other,TAKEOFF,Personal,Part 91,VMC,2009,1,2, CA
Non-Fatal,Accident,United States,No,Airplane,KHND,Substantial,Other,LANDING,Flight Test,Part 91,VMC,2009,1,1, NV
Non-Fatal,Accident,United States,No,Airplane,X01,Substantial,Other,TAKEOFF,Personal,Part 91,VMC,2009,1,6, FL
Fatal,Accident,United States,No,Airplane,SEF,Substantial,Other,TAKEOFF,Aerial Observation,Part 91,VMC,2009,1,6, FL
Non-Fatal,Accident,United States,No,Airplane,2A2,Substantial,Other,LANDING,Personal,Part 91,VMC,2009,1,6, AR
Non-Fatal,Accident,United States,No,Airplane,DUG,Substantial,Other,TAKEOFF,Instructional,Part 91,VMC,2009,1,5, AZ
Non-Fatal,Accident,United States,No,Airplane,TIX,Substantial,Other,APPROACH,Personal,Part 91,VMC,2009,1,5, FL
Fatal,Accident,United States,No,Airplane,FLG,Substantial,Other,CLIMB,Business,Part 91,IMC,2009,1,4, AZ
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Other,CRUISE,Personal,Part 91,VMC,2009,1,4, TX
Fatal,Accident,United States,No,Helicopter,NonAirport,Substantial,Other,MANEUVERING,Other Work Use,Part 91,VMC,2009,1,3, NC
Non-Fatal,Accident,United States,No,Airplane,KORK,Substantial,Other,DESCENT,Personal,Part 91,VMC,2009,1,3, AR
Non-Fatal,Accident,United States,Yes,Airplane,KEMT,Substantial,Other,LANDING,Personal,Part 91,VMC,2009,1,2, CA
Non-Fatal,Accident,United States,No,Airplane,HNL,Substantial,Other,CLIMB,Personal,Part 91,VMC,2009,1,1, HI
Non-Fatal,Accident,United States,No,Helicopter,ATL,Substantial,Other,STANDING,Public Aircraft - Local,Part 91,VMC,2009,1,1, GA
Non-Fatal,Accident,United States,No,Airplane,1C8,Substantial,Other,LANDING,Personal,Part 91,VMC,2009,1,0, IL
Non-Fatal,Accident,United States,No,Airplane,9S5,Substantial,Other,APPROACH,Personal,Part 91,VMC,2009,1,6, MT
Non-Fatal,Accident,United States,No,Airplane,IZA,Substantial,Other,CRUISE,Personal,Part 91,VMC,2009,1,6, CA
Non-Fatal,Accident,United States,No,Airplane,AL03,Substantial,Other,LANDING,Personal,Part 91,VMC,2009,1,6, AL
Non-Fatal,Accident,United States,No,Airplane,EMP,Substantial,Other,LANDING,Personal,Part 91,VMC,2009,1,6, KS
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Destroyed,Other,MANEUVERING,Personal,Part 91,VMC,2009,1,5, CA
Non-Fatal,Accident,United States,No,Airplane,JZP,Substantial,Other,APPROACH,Instructional,Part 91,VMC,2009,1,5, GA
Non-Fatal,Accident,United States,No,Airplane,FMN,Substantial,Other,APPROACH,Personal,Part 91,VMC,2009,1,5, NM
Non-Fatal,Accident,United States,No,Airplane,LAF,Substantial,Other,CRUISE,Personal,Part 91,IMC,2009,1,5, IN
Fatal,Accident,United States,No,Glider,PHMU,Destroyed,Other,MANEUVERING,Personal,Part 91,VMC,2009,1,4, HI
Non-Fatal,Accident,United States,Yes,Airplane,L22,Substantial,Other,LANDING,Personal,Part 91,VMC,2009,1,4, CA
Non-Fatal,Accident,United States,No,Airplane,COI,Substantial,Other,LANDING,Personal,Part 91,VMC,2009,1,4, FL
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Other,MANEUVERING,Aerial Application,Part 137,VMC,2009,1,3, UT
Fatal,Accident,United States,No,Airplane,2V5,Destroyed,Other,APPROACH,Positioning,Part 91,IMC,2009,1,3, CO
Non-Fatal,Accident,United States,Yes,Airplane,NonAirport,Substantial,Other,TAKEOFF,Personal,Part 91,VMC,2009,1,2, CA
Non-Fatal,Accident,United States,No,Airplane,None,Substantial,Other,LANDING,Positioning,Part 91,VMC,2009,1,2, WA
Non-Fatal,Accident,United States,No,Helicopter,NonAirport,Substantial,Other,LANDING,Personal,Part 91,VMC,2009,1,2, OK
Non-Fatal,Accident,United States,No,Airplane,MQI,Substantial,Other,APPROACH,Personal,Part 91,IMC,2009,1,1, NC
Non-Fatal,Accident,United States,No,Airplane,AJO,Substantial,Other,TAKEOFF,Personal,Part 91,VMC,2009,1,0, CA
Non-Fatal,Accident,United States,No,Airplane,5GA4,Substantial,Other,APPROACH,Personal,Part 91,VMC,2009,1,0, GA
Fatal,Accident,United States,Yes,Airplane,NonAirport,Substantial,Other,DESCENT,Personal,Part 91,VMC,2009,1,0, TX
Non-Fatal,Accident,United States,No,Airplane,KJVY,Substantial,Other,TAKEOFF,Instructional,Part 91,VMC,2009,1,6, IN
Non-Fatal,Accident,United States,No,Airplane,KHAF,Substantial,Other,LANDING,Personal,Part 91,VMC,2009,1,5, CA
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Other,LANDING,Personal,Part 91,VMC,2009,1,5, MN
Non-Fatal,Accident,United States,No,Airplane,ABQ,Substantial,Other,LANDING,Personal,Part 91,VMC,2009,1,5, NM
Non-Fatal,Accident,United States,No,Airplane,KPAO,Substantial,Other,TAKEOFF,Personal,Part 91,VMC,2009,1,4, CA
Non-Fatal,Accident,United States,Yes,Airplane,DVT,Substantial,Other,LANDING,Personal,Part 91,VMC,2009,1,4, AZ
Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Other,CRUISE,Personal,Part 91,VMC,2009,1,4, KY
Non-Fatal,Accident,United States,No,Helicopter,NonAirport,Substantial,Other,CRUISE,Instructional,Part 91,VMC,2009,1,3, UT
Non-Fatal,Accident,United States,Yes,Airplane,NonAirport,Substantial,Other,TAKEOFF,Personal,Part 91,VMC,2009,1,2, AR
Non-Fatal,Accident,United States,Yes,Airplane,K88,Destroyed,Other,GO-AROUND,Personal,Part 91,VMC,2009,1,2, KS
Non-Fatal,Accident,United States,No,Airplane,KCGZ,Substantial,Other,TAKEOFF,Personal,Part 91,VMC,2009,1,1, AZ
Fatal,Accident,United States,No,Airplane,82J,Substantial,Other,DESCENT,Personal,Part 91,VMC,2009,1,1, FL
Non-Fatal,Accident,United States,No,Airplane,HAI,Substantial,Other,DESCENT,Personal,Part 91,VMC,2009,1,1, MI
Non-Fatal,Accident,United States,Yes,Airplane,NonAirport,Substantial,Other,MANEUVERING,Personal,Part 91,VMC,2009,1,0, CA
Non-Fatal,Accident,United States,No,Airplane,LGB,Destroyed,Other,TAKEOFF,Instructional,Part 91,VMC,2009,1,0, CA
Non-Fatal,Accident,United States,No,Airplane,KILM,Substantial,Other,GO-AROUND,Personal,Part 91,IMC,2009,1,6, NC
Fatal,Accident,United States,No,Airplane,IDI,Substantial,Other,GO-AROUND,Personal,Part 91,IMC,2009,1,6, PA
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Other,MANEUVERING,Personal,Part 91,VMC,2009,1,5, CA
Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Other,CRUISE,Personal,Part 91,IMC,2009,1,5, TN
Non-Fatal,Accident,United States,No,Airplane,KTEX,Substantial,Other,LANDING,Positioning,Part 91,IMC,2009,1,5, CO
Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Other,CRUISE,Positioning,Part 91,IMC,2009,1,4, MS
Non-Fatal,Accident,United States,No,Airplane,BQR,Substantial,Other,TAKEOFF,Instructional,Part 91,VMC,2009,1,3, NY
Fatal,Accident,United States,Yes,Airplane,JOT,Destroyed,Other,TAKEOFF,Personal,Part 91,VMC,2009,1,3, IL
Non-Fatal,Accident,United States,No,Airplane,7FL6,Substantial,Other,LANDING,Instructional,Part 91,VMC,2008,12,2, FL
Non-Fatal,Accident,United States,No,Helicopter,0FD1,Substantial,Other,DESCENT,Other Work Use,Part 91,VMC,2008,12,2, FL
Non-Fatal,Accident,United States,No,Airplane,BQK,Substantial,Other,LANDING,Personal,Part 91,VMC,2008,12,2, GA
Non-Fatal,Accident,United States,No,Airplane,FNL,Substantial,Other,APPROACH,Personal,Part 91,VMC,2008,12,2, CO
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Other,MANEUVERING,Personal,Part 91,VMC,2008,12,2, IA
Non-Fatal,Accident,United States,No,Glider,RHV,Substantial,Other,TAXI,Personal,Part 91,VMC,2008,12,1, CA
Fatal,Accident,United States,No,Airplane,N85,Substantial,Other,APPROACH,Instructional,Part 91,VMC,2008,12,1, NJ
Non-Fatal,Accident,United States,No,Airplane,CHA,Substantial,Other,TAXI,Personal,Part 91,VMC,2008,12,1, TN
Non-Fatal,Accident,United States,Yes,Helicopter,DWH,Substantial,Other,MANEUVERING,Personal,Part 91,VMC,2008,12,1, TX
Non-Fatal,Accident,United States,Yes,Airplane,23N,Substantial,Other,LANDING,Personal,Part 91,VMC,2008,12,0, NY
Non-Fatal,Accident,United States,No,Airplane,VPZ,Substantial,Other,LANDING,Personal,Part 91,VMC,2008,12,0, IN
Fatal,Accident,Solomon Islands,No,Helicopter,NonAirport,Destroyed,Other,TAKEOFF,Other Work Use,Part 91,VMC,2008,12,6, Solomon Islands
Non-Fatal,Accident,United States,No,Powered Parachute,X59,Substantial,Other,MANEUVERING,Personal,Part 91,VMC,2008,12,6, FL
Non-Fatal,Accident,United States,No,Airplane,PSN,Substantial,Other,STANDING,Personal,Part 91,VMC,2008,12,6, TX
Non-Fatal,Accident,United States,No,Airplane,AQY,Substantial,Other,LANDING,Instructional,Part 91,VMC,2008,12,6, AK
Incident,Incident,United States,No,Helicopter,NonAirport,Minor,Other,LANDING,Positioning,Part 91,VMC,2008,12,5, HI
Non-Fatal,Accident,United States,No,Airplane,KRKS,Substantial,Other,TAXI,Unknown,Part 135,VMC,2008,12,5, WY
Non-Fatal,Accident,United States,Yes,Airplane,9FL0,Substantial,Other,TAKEOFF,Personal,Part 91,VMC,2008,12,5, FL
Non-Fatal,Accident,United States,No,Airplane,RSW,Substantial,Other,TAKEOFF,Business,Part 91,VMC,2008,12,5, FL
Non-Fatal,Accident,United States,No,Airplane,MMU,Substantial,Other,LANDING,Instructional,Part 91,IMC,2008,12,5, NJ
Non-Fatal,Accident,United States,Yes,Helicopter,NonAirport,Substantial,Other,MANEUVERING,Personal,Part 91,VMC,2008,12,3, SC
Fatal,Accident,United States,Yes,Airplane,AFP,Substantial,Other,APPROACH,Personal,Part 91,VMC,2008,12,3, NC
Non-Fatal,Accident,United States,No,Airplane,PVT,Substantial,Other,LANDING,Personal,Part 91,VMC,2008,12,2, SD
Non-Fatal,Accident,United States,No,Airplane,BVX,Substantial,Other,LANDING,Personal,Part 91,VMC,2008,12,2, AR
Non-Fatal,Accident,United States,No,Airplane,EMV,Substantial,Other,LANDING,Instructional,Part 91,VMC,2008,12,1, VA
Non-Fatal,Accident,United States,No,Airplane,MO09,Substantial,Other,LANDING,Business,Part 91,VMC,2008,12,1, MO
Non-Fatal,Accident,United States,No,Airplane,SAF,Substantial,Other,LANDING,Personal,Part 91,VMC,2008,12,1, NM
Non-Fatal,Accident,United States,No,Helicopter,NonAirport,Substantial,Other,CRUISE,Positioning,Part 91,VMC,2008,12,0, NH
Fatal,Accident,United States,No,Airplane,HDN,Destroyed,Other,APPROACH,Personal,Part 91,IMC,2008,12,0, CO
Non-Fatal,Accident,United States,No,Airplane,CVN,Substantial,Other,APPROACH,Business,Part 91,VMC,2008,12,0, NM
Non-Fatal,Accident,United States,No,Airplane,IDA,Substantial,Other,LANDING,Personal,Part 91,VMC,2008,12,6, ID
Non-Fatal,Accident,United States,No,Airplane,GTF,Substantial,Other,LANDING,Personal,Part 91,VMC,2008,12,6, MT
Non-Fatal,Accident,United States,No,Airplane,LDJ,Substantial,Other,TAKEOFF,Personal,Part 91,VMC,2008,12,6, NJ
Non-Fatal,Accident,United States,No,Airplane,7N1,Substantial,Other,LANDING,Instructional,Part 91,VMC,2008,12,6, NY
Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Other,MANEUVERING,Instructional,Part 91,VMC,2008,12,5, AZ
Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Other,MANEUVERING,Personal,Part 91,VMC,2008,12,5, CA
Non-Fatal,Accident,United States,Yes,Airplane,NONE,Substantial,Other,TAKEOFF,Personal,Part 91,VMC,2008,12,5, FL
Fatal,Accident,United States,No,Airplane,NonAirport,Destroyed,Other,CRUISE,Personal,Part 91,VMC,2008,12,5, CO
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Other,TAKEOFF,Personal,Part 91,VMC,2008,12,5, AK
Non-Fatal,Accident,United States,No,Airplane,JRF,Substantial,Other,TAKEOFF,Instructional,Part 91,VMC,2008,12,4, HI
Fatal,Accident,United States,No,Airplane,CAK,Destroyed,Other,GO-AROUND,Personal,Part 91,IMC,2008,12,4, OH
Non-Fatal,Accident,United States,Yes,Airplane,NonAirport,Substantial,Other,CRUISE,Personal,Part 91,VMC,2008,12,3, PA
Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Other,APPROACH,Personal,Part 91,IMC,2008,12,3, KY
Non-Fatal,Accident,United States,No,Airplane,3J6,Substantial,Other,LANDING,Instructional,Part 91,VMC,2008,12,3, GA
Fatal,Accident,United States,No,Helicopter,NonAirport,Substantial,Other,STANDING,Positioning,Part 91,VMC,2008,12,2, CA
Non-Fatal,Accident,United States,No,Airplane,SHR,Substantial,Other,TAKEOFF,Business,Part 91,VMC,2008,12,2, WY
Fatal,Accident,United States,No,Airplane,NonAirport,Destroyed,Other,MANEUVERING,Personal,Part 91,VMC,2008,12,2, FL
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Other,LANDING,Personal,Part 91,VMC,2008,12,2, FL
Non-Fatal,Accident,United States,No,Airplane,ELO,Substantial,Other,LANDING,Personal,Part 91,VMC,2008,12,2, MN
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Other,MANEUVERING,Aerial Application,Part 137,VMC,2008,12,1, CA
Non-Fatal,Accident,United States,No,Airplane,U10,Substantial,Other,LANDING,Personal,Part 91,VMC,2008,12,1, ID
Non-Fatal,Accident,United States,No,Helicopter,NonAirport,Substantial,Other,MANEUVERING,Aerial Application,Part 137,VMC,2008,12,0, FL
Non-Fatal,Accident,United States,No,Airplane,GYY,Substantial,Other,LANDING,Positioning,Part 91,VMC,2008,12,6, IN
Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Other,MANEUVERING,Personal,Part 91,VMC,2008,12,5, FL
Non-Fatal,Accident,United States,Yes,Airplane,2FD1,Substantial,Other,LANDING,Personal,Part 91,VMC,2008,12,5, FL
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Other,DESCENT,Personal,Part 91,VMC,2008,12,5, FL
Non-Fatal,Accident,United States,No,Airplane,NONE,Substantial,Other,TAKEOFF,Personal,Part 91,VMC,2008,12,4, NC
Incident,Incident,United States,No,Airplane,FTW,Minor,Other,TAXI,Personal,Part 91,VMC,2008,12,4, TX
Incident,Incident,United States,No,Airplane,FLL,Minor,Other,LANDING,Instructional,Part 91,VMC,2008,12,3, FL
Fatal,Accident,United States,No,Airplane,LPC,Substantial,Other,APPROACH,Personal,Part 91,VMC,2008,12,2, CA
Non-Fatal,Accident,United States,No,Airplane,2J0,Substantial,Other,TAKEOFF,Personal,Part 91,VMC,2008,12,0, FL
Non-Fatal,Accident,United States,Yes,Airplane,X26,Substantial,Other,APPROACH,Personal,Part 91,VMC,2008,12,6, FL
Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Other,MANEUVERING,Instructional,Part 91,VMC,2008,12,5, FL
Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Other,MANEUVERING,Instructional,Part 91,VMC,2008,12,5, FL
Non-Fatal,Accident,United States,No,Airplane,FTW,Substantial,Other,LANDING,Personal,Part 91,VMC,2008,12,5, TX
Non-Fatal,Accident,United States,No,Airplane,GYR,Substantial,Other,TAKEOFF,Instructional,Part 91,VMC,2008,12,4, AZ
Non-Fatal,Accident,United States,No,Airplane,PGD,Substantial,Other,TAKEOFF,Personal,Part 91,VMC,2008,12,4, FL
Non-Fatal,Accident,United States,No,Airplane,LDJ,Substantial,Other,TAXI,Personal,Part 91,VMC,2008,12,4, NJ
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Other,MANEUVERING,Instructional,Part 91,VMC,2008,12,4, MO
Non-Fatal,Accident,United States,No,Airplane,ALN,Substantial,Other,LANDING,Personal,Part 91,VMC,2008,12,4, IL
Non-Fatal,Accident,United States,No,Airplane,TRK,Substantial,Other,LANDING,Personal,Part 91,VMC,2008,12,1, CA
Non-Fatal,Accident,United States,No,Airplane,EVY,Substantial,Other,LANDING,Personal,Part 91,VMC,2008,12,0, DE
Fatal,Accident,United States,No,Airplane,C80,Substantial,Other,CLIMB,Personal,Part 91,IMC,2008,11,6, CA
Non-Fatal,Accident,United States,No,Airplane,PEZ,Substantial,Other,STANDING,Personal,Part 91,VMC,2008,11,6, TX
Non-Fatal,Accident,United States,Yes,Airplane,4S9,Substantial,Other,TAKEOFF,Personal,Part 91,VMC,2008,11,5, OR
Non-Fatal,Accident,United States,No,Airplane,SEZ,Substantial,Other,LANDING,Personal,Part 91,VMC,2008,11,5, AZ
Non-Fatal,Accident,United States,No,Airplane,TPF,Substantial,Other,APPROACH,Personal,Part 91,VMC,2008,11,4, FL
Non-Fatal,Accident,United States,No,Airplane,LL45,Substantial,Other,LANDING,Personal,Part 91,VMC,2008,11,4, IL
Non-Fatal,Accident,United States,No,Airplane,PTV,Substantial,Other,GO-AROUND,Personal,Part 91,IMC,2008,11,3, CA
Non-Fatal,Accident,United States,No,Airplane,FDK,Substantial,Other,GO-AROUND,Instructional,Part 91,VMC,2008,11,3, MD
Non-Fatal,Accident,United States,Yes,Airplane,NONE,Substantial,Other,TAKEOFF,Personal,Part 91,VMC,2008,11,2, NC
Non-Fatal,Accident,United States,No,Airplane,KUES,Substantial,Other,TAKEOFF,Personal,Part 91,VMC,2008,11,2, WI
Non-Fatal,Accident,United States,Yes,Airplane,E79,Substantial,Other,TAKEOFF,Personal,Part 91,VMC,2008,11,1, CA
Non-Fatal,Accident,United States,No,Airplane,MRY,Substantial,Other,DESCENT,Personal,Part 91,VMC,2008,11,1, CA
Non-Fatal,Accident,United States,Yes,Airplane,PVT,Substantial,Other,LANDING,Personal,Part 91,VMC,2008,11,0, WA
Fatal,Accident,United States,No,Airplane,NonAirport,Destroyed,Other,APPROACH,Business,Part 91,IMC,2008,11,0, TN
Non-Fatal,Accident,United States,No,Airplane,AVL,Substantial,Other,STANDING,Business,Part 91,VMC,2008,11,0, NC
Non-Fatal,Accident,United States,Yes,Airplane,KBDU,Substantial,Other,TAKEOFF,Personal,Part 91,VMC,2008,11,0, CO
Non-Fatal,Accident,United States,No,Airplane,HKO,Substantial,Other,LANDING,Instructional,Part 91,VMC,2008,11,6, HI
Non-Fatal,Accident,United States,No,Airplane,GIF,Substantial,Other,TAKEOFF,Personal,Part 91,VMC,2008,11,6, FL
Non-Fatal,Accident,United States,No,Airplane,GIF,Substantial,Other,APPROACH,Personal,Part 91,VMC,2008,11,6, FL
Fatal,Accident,United States,No,Airplane,MFI,Destroyed,Other,APPROACH,Personal,Part 91,VMC,2008,11,5, WI
Non-Fatal,Accident,United States,No,Airplane,HJO,Substantial,Other,LANDING,Personal,Part 91,VMC,2008,11,4, CA
Non-Fatal,Accident,United States,No,Airplane,MWO,Substantial,Other,LANDING,Personal,Part 91,VMC,2008,11,4, OH
Non-Fatal,Accident,United States,No,Airplane,48TX,Substantial,Other,LANDING,Instructional,Part 91,VMC,2008,11,4, TX
Non-Fatal,Accident,United States,No,Helicopter,NonAirport,Substantial,Other,LANDING,Personal,Part 91,VMC,2008,11,3, TX
Non-Fatal,Accident,United States,No,Airplane,GON,Substantial,Other,APPROACH,Instructional,Part 91,VMC,2008,11,2, CT
Non-Fatal,Accident,United States,No,Airplane,RNV,Substantial,Other,LANDING,Instructional,Part 91,VMC,2008,11,2, MS
Non-Fatal,Accident,United States,No,Helicopter,EIK,Substantial,Other,LANDING,Instructional,Part 91,VMC,2008,11,2, CO
Non-Fatal,Accident,United States,No,Airplane,SUT,Substantial,Other,TAKEOFF,Personal,Part 91,VMC,2008,11,1, NC
Non-Fatal,Accident,United States,No,Airplane,AFF,Substantial,Other,LANDING,Glider Tow,Part 91,VMC,2008,11,1, CO
Non-Fatal,Accident,United States,No,Helicopter,1W1,Substantial,Other,TAKEOFF,Instructional,Part 91,VMC,2008,11,0, WA
Fatal,Accident,United States,No,Airplane,SFZ,Substantial,Other,APPROACH,Personal,Part 91,VMC,2008,11,0, RI
Non-Fatal,Accident,United States,No,Airplane,BED,Substantial,Other,LANDING,Instructional,Part 91,VMC,2008,11,0, MA
